Assembly_Accession,tax_id,Species,Kingdom,Phylum,Class,FTP_path
GCF_000281175.1,926550,Caldilinea aerophila,Bacteria,Chloroflexi,Caldilineae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/175/GCF_000281175.1_ASM28117v1
GCF_000024725.1,472759,Nitrosococcus halophilus,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/725/GCF_000024725.1_ASM2472v1
GCF_000511355.1,999552,Leisingera methylohalidivorans,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/355/GCF_000511355.1_ASM51135v1
GCF_000143845.1,633147,Olsenella uli,Bacteria,Actinobacteria,Coriobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/845/GCF_000143845.1_ASM14384v1
GCF_000287355.1,134287,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/355/GCF_000287355.1_ASM28735v1
GCF_009884295.1,134534,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/884/295/GCF_009884295.1_ASM988429v1
GCF_003330745.1,134536,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/745/GCF_003330745.1_ASM333074v1
GCF_000961515.1,134537,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/961/515/GCF_000961515.1_ASM96151v1
GCF_001187505.1,134601,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/505/GCF_001187505.1_ASM118750v1
GCF_000237145.1,134676,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/145/GCF_000237145.1_ASM23714v1
GCF_000006625.1,273119,Ureaplasma parvum,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/625/GCF_000006625.1_ASM662v1
GCF_000019345.1,505682,Ureaplasma parvum,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/345/GCF_000019345.1_ASM1934v1
GCF_000828735.1,38504,Ureaplasma parvum,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/735/GCF_000828735.1_ASM82873v1
GCF_002205515.1,134821,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/515/GCF_002205515.1_ASM220551v1
GCF_000284035.1,1127134,Nocardia cyriacigeorgica,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/035/GCF_000284035.1_ASM28403v1
GCF_002949635.1,135487,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/949/635/GCF_002949635.1_ASM294963v1
GCF_003097575.1,135569,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/097/575/GCF_003097575.1_ASM309757v1
GCF_000008465.1,283942,Idiomarina loihiensis,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/465/GCF_000008465.1_ASM846v1
GCF_000401175.1,1321370,Idiomarina loihiensis,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/175/GCF_000401175.1_ASM40117v1
GCF_003967075.1,135719,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/075/GCF_003967075.1_ASM396707v1
GCF_003640545.1,135727,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/545/GCF_003640545.1_ASM364054v1
GCF_009301415.1,135740,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/301/415/GCF_009301415.1_ASM930141v1
GCF_000025605.1,638303,Thermocrinis albus,Bacteria,Aquificae,Aquificae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/605/GCF_000025605.1_ASM2560v1
GCF_902502775.1,136098,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/502/775/GCF_902502775.1_D03_1.3
GCF_000238995.1,1111676,Mycoplasma haemocanis,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/995/GCF_000238995.1_ASM23899v1
GCF_000092505.1,762051,Leuconostoc kimchii,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/505/GCF_000092505.1_ASM9250v1
GCF_004551615.1,136609,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/551/615/GCF_004551615.1_ASM455161v1
GCF_001021045.1,136857,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/045/GCF_001021045.1_ASM102104v1
GCF_004684265.1,137545,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/684/265/GCF_004684265.1_ASM468426v1
GCF_001308145.2,137591,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/145/GCF_001308145.2_ASM130814v2
GCF_002285855.1,672795,Candidatus Hamiltonella defensa,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/855/GCF_002285855.1_ASM228585v1
GCF_000238975.1,568817,Serratia symbiotica,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/975/GCF_000238975.1_ASM23897v1
GCF_008370165.1,138074,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/370/165/GCF_008370165.1_ASM837016v1
GCF_000284015.1,1146883,Blastococcus saxobsidens,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/015/GCF_000284015.1_ASM28401v1
GCF_000259255.1,182217,Helicobacter cetorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/255/GCF_000259255.1_ASM25925v1
GCF_000259275.1,1163745,Helicobacter cetorum,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/275/GCF_000259275.1_ASM25927v1
GCF_002441935.1,81460,Mesoplasma lactucae,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/441/935/GCF_002441935.1_ASM244193v1
GCF_003096095.1,139021,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/095/GCF_003096095.1_ASM309609v1
GCF_000215105.1,743718,Isoptericola variabilis,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/105/GCF_000215105.1_ASM21510v1
GCF_004087915.1,139438,,Bacteria,Deferribacteres,Deferribacteres,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/087/915/GCF_004087915.1_ASM408791v1
GCF_000281235.1,1212765,Candidatus Mycoplasma haemolamae,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/235/GCF_000281235.1_ASM28123v1
GCF_002162375.1,141451,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/375/GCF_002162375.1_ASM216237v1
GCF_002214625.1,1248439,Anaplasma ovis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/625/GCF_002214625.1_ASM221462v2
GCF_003383595.3,142649,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/383/595/GCF_003383595.3_ASM338359v3
GCF_004216495.1,142650,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/495/GCF_004216495.1_ASM421649v1
GCF_003332325.1,142651,,Bacteria,Tenericutes,Mollicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/332/325/GCF_003332325.1_ASM333232v1
GCF_000231405.2,871968,Desulfitobacterium metallireducens,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/405/GCF_000231405.2_ASM23140v3
GCF_000163895.2,546269,Filifactor alocis,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2
GCF_001189495.1,888727,[Eubacterium] sulci,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/495/GCF_001189495.1_ASM118949v1
GCF_000875675.1,145458,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/675/GCF_000875675.1_ASM87567v1
GCF_010731295.1,146017,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/295/GCF_010731295.1_ASM1073129v1
GCF_003966365.1,146474,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/365/GCF_003966365.1_Acetorien_assembly01
GCF_000011345.1,197221,Thermosynechococcus elongatus,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/345/GCF_000011345.1_ASM1134v1
GCF_001586215.1,146827,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/215/GCF_001586215.1_ASM158621v1
GCF_000013045.1,309807,Salinibacter ruber,Bacteria,Bacteroidetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/045/GCF_000013045.1_ASM1304v1
GCF_000090405.2,761659,Salinibacter ruber,Bacteria,Bacteroidetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/405/GCF_000090405.2_ASM9040v2
GCF_003290325.1,146919,,Bacteria,Bacteroidetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/325/GCF_003290325.1_ASM329032v1
GCF_001660045.1,146923,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/045/GCF_001660045.1_ASM166004v1
GCF_000236665.1,640081,Azospira oryzae,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/665/GCF_000236665.1_ASM23666v1
GCF_000214825.1,717773,Thiomicrospira cyclica,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/825/GCF_000214825.1_ASM21482v1
GCF_002073635.2,147645,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/635/GCF_002073635.2_ASM207363v2
GCF_000493735.1,1266845,Carnobacterium inhibens,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/735/GCF_000493735.1_ASM49373v1
GCF_010748955.1,147802,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/748/955/GCF_010748955.1_ASM1074895v1
GCF_000020045.1,391038,Paraburkholderia phymatum,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/045/GCF_000020045.1_ASM2004v1
GCF_000183725.1,709032,Sulfuricurvum kujiense,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1
GCF_001314945.1,148814,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/945/GCF_001314945.1_ASM131494v1
GCF_900636885.1,149016,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/885/GCF_900636885.1_44927_H01
GCF_000255135.1,443254,Marinitoga piezophila,Bacteria,Thermotogae,Thermotogae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/135/GCF_000255135.1_ASM25513v1
GCF_000441535.1,1076934,Streptococcus lutetiensis,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/535/GCF_000441535.1_ASM44153v1
GCF_900475065.1,150055,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/065/GCF_900475065.1_42545_C02
GCF_009730555.1,150056,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/555/GCF_009730555.1_ASM973055v1
GCF_003855395.1,150120,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/395/GCF_003855395.1_ASM385539v1
GCF_000024825.1,150340,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/825/GCF_000024825.1_ASM2482v1
GCF_000214355.1,545695,Treponema azotonutricium,Bacteria,Spirochaetes,Spirochaetia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/355/GCF_000214355.1_ASM21435v1
GCF_008808095.1,151081,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/808/095/GCF_008808095.1_ASM880809v1
GCF_008271425.1,151783,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/271/425/GCF_008271425.1_ASM827142v1
GCF_000190735.1,762903,Pseudopedobacter saltans,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/735/GCF_000190735.1_ASM19073v2
GCF_000021945.1,326427,Chloroflexus aggregans,Bacteria,Chloroflexi,Chloroflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/945/GCF_000021945.1_ASM2194v1
GCF_003667825.1,152268,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/667/825/GCF_003667825.1_ASM366782v1
GCF_001455325.1,152297,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/325/GCF_001455325.1_ASM145532v1
GCF_001922025.1,152331,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/025/GCF_001922025.1_ASM192202v1
GCF_000019925.1,398577,Burkholderia ambifaria,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/925/GCF_000019925.1_ASM1992v1
GCF_000203915.1,339670,Burkholderia ambifaria,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/915/GCF_000203915.1_ASM20391v1
GCF_000959505.1,350701,Burkholderia dolosa,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/505/GCF_000959505.1_ASM95950v1
GCF_003813045.1,152500,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/045/GCF_003813045.1_ASM381304v1
GCF_001761345.1,621456,Sphingomonas melonis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/345/GCF_001761345.1_ASM176134v1
GCF_002504265.1,152682,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/265/GCF_002504265.1_ASM250426v1
GCF_000011305.1,196164,Corynebacterium efficiens,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/305/GCF_000011305.1_ASM1130v1
GCF_003688615.2,1223503,Parageobacillus toebii,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/688/615/GCF_003688615.2_ASM368861v2
GCF_001787335.1,153496,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/787/335/GCF_001787335.1_ASM178733v1
GCF_000175095.2,153948,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/095/GCF_000175095.2_ASM17509v2
GCF_005886215.1,742737,Hungatella hathewayi,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/215/GCF_005886215.1_ASM588621v1
GCF_000019225.1,498211,Cellvibrio japonicus,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/225/GCF_000019225.1_ASM1922v1
GCF_002101335.1,155085,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/335/GCF_002101335.1_ASM210133v1
GCF_000496285.1,1415784,Bacillus toyonensis,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/285/GCF_000496285.1_ASM49628v1
GCF_001761545.1,155866,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/545/GCF_001761545.1_ASM176154v1
GCF_000006905.1,190650,Caulobacter vibrioides,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/905/GCF_000006905.1_ASM690v1
GCF_000022005.1,565050,Caulobacter vibrioides,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/005/GCF_000022005.1_ASM2200v1
GCF_002310295.2,155892,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/295/GCF_002310295.2_ASM231029v2
GCF_000018105.1,329726,Acaryochloris marina,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/105/GCF_000018105.1_ASM1810v1
GCF_000739455.1,156978,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/455/GCF_000739455.1_ASM73945v1
GCF_000007745.1,221988,[Mannheimia] succiniciproducens,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/745/GCF_000007745.1_ASM774v1
GCF_007990385.1,157687,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/385/GCF_007990385.1_ASM799038v1
GCF_007990525.1,157688,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/525/GCF_007990525.1_ASM799052v1
GCF_008327825.1,157691,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/327/825/GCF_008327825.1_ASM832782v1
GCF_007990505.1,157692,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/505/GCF_007990505.1_ASM799050v1
GCF_002157205.1,157779,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/205/GCF_002157205.1_ASM215720v1
GCF_000800255.1,157782,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/255/GCF_000800255.1_ASM80025v1
GCF_000759535.1,157783,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/535/GCF_000759535.1_ASM75953v1
GCF_000055785.1,290398,Chromohalobacter salexigens,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1
GCF_000012985.1,349521,Hahella chejuensis,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/985/GCF_000012985.1_ASM1298v1
GCF_001742225.1,158500,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/225/GCF_001742225.1_ASM174222v1
GCF_001042635.1,1150461,Bifidobacterium scardovii,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/635/GCF_001042635.1_ASM104263v1
GCF_000757825.1,158822,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/825/GCF_000757825.1_ASM75782v1
GCF_900635955.1,158823,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/955/GCF_900635955.1_36672_A01
GCF_000750225.1,1333851,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/225/GCF_000750225.1_ASM75022v1
GCF_000750275.1,1333849,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/275/GCF_000750275.1_ASM75027v1
GCF_000807405.2,301102,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/405/GCF_000807405.2_ASM80740v4
GCF_000807425.2,299766,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/425/GCF_000807425.2_ASM80742v4
GCF_000814205.1,301105,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/205/GCF_000814205.1_ASM81420v1
GCF_000814225.1,1296536,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/225/GCF_000814225.1_ASM81422v1
GCF_001022015.1,158836,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/015/GCF_001022015.1_ASM102201v1
GCF_001729745.1,1812934,Enterobacter hormaechei,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/745/GCF_001729745.1_ASM172974v1
GCF_900478135.1,158841,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/135/GCF_900478135.1_28193_H01
GCF_900187035.1,158847,,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/035/GCF_900187035.1_50279_G02
GCF_900635875.1,158850,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/875/GCF_900635875.1_35661_G01
GCF_012109195.1,158877,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/109/195/GCF_012109195.1_ASM1210919v1
GCF_000221045.1,1005048,Collimonas fungivorans,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/045/GCF_000221045.1_ASM22104v1
GCF_001584145.1,158899,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/584/145/GCF_001584145.1_ASM158414v1
GCF_000590925.1,1294273,Roseibacterium elongatum,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/925/GCF_000590925.1_ASM59092v1
GCF_000235585.1,985665,Paenibacillus terrae,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/585/GCF_000235585.1_ASM23558v1
GCF_000550785.1,1285583,Corynebacterium casei,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/785/GCF_000550785.1_ASM55078v1
GCF_003343305.1,160453,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/343/305/GCF_003343305.1_ASM334330v1
GCF_001753245.1,160660,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1
GCF_005145045.1,160699,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/145/045/GCF_005145045.1_ASM514504v1
GCF_000016765.1,392499,Sphingomonas wittichii,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/765/GCF_000016765.1_ASM1676v1
GCF_000758665.1,160799,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/758/665/GCF_000758665.1_ASM75866v1
GCF_000214095.2,743299,Acidithiobacillus ferrivorans,Bacteria,Proteobacteria,Acidithiobacillia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/095/GCF_000214095.2_ASM21409v3
GCF_001687565.2,1185653,Planococcus antarcticus,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/565/GCF_001687565.2_ASM168756v2
GCF_001444405.1,161398,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/405/GCF_001444405.1_ASM144440v1
