Accession,tax_id,Species,Kingdom,Phylum,Class,Length,Description
NZ_CP025994.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,8212,"Lactobacillus plantarum subsp. plantarum strain LB1-2 plasmid pLB1-2C, complete sequence"
NZ_CP025993.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,56891,"Lactobacillus plantarum subsp. plantarum strain LB1-2 plasmid pLB1-2B, complete sequence"
NZ_CP025992.1,1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,117339,"Lactobacillus plantarum subsp. plantarum strain LB1-2 plasmid pLB1-2A, complete sequence"
NZ_CP026320.1,680,Vibrio campbellii,Bacteria,Proteobacteria,Gammaproteobacteria,37211,"Vibrio campbellii strain BoB-90 plasmid unnamed 4, complete sequence"
NZ_CP026319.1,680,Vibrio campbellii,Bacteria,Proteobacteria,Gammaproteobacteria,69048,"Vibrio campbellii strain BoB-90 plasmid unnamed 3, complete sequence"
NZ_CP026318.1,680,Vibrio campbellii,Bacteria,Proteobacteria,Gammaproteobacteria,74233,"Vibrio campbellii strain BoB-90 plasmid unnamed 2, complete sequence"
NZ_CP026317.1,680,Vibrio campbellii,Bacteria,Proteobacteria,Gammaproteobacteria,194647,"Vibrio campbellii strain BoB-90 plasmid unnamed 1, complete sequence"
NZ_CP025421.1,1348,Streptococcus parauberis,Bacteria,Firmicutes,Bacilli,23538,"Streptococcus parauberis strain SPOF3K plasmid unnamed, complete sequence"
NZ_CP026242.1,2077149,Citrobacter freundii complex sp. CFNIH9,Bacteria,Proteobacteria,Gammaproteobacteria,355789,"Citrobacter freundii complex sp. CFNIH9 plasmid pCFR-eb27, complete sequence"
NZ_CP026241.1,2077149,Citrobacter freundii complex sp. CFNIH9,Bacteria,Proteobacteria,Gammaproteobacteria,200651,"Citrobacter freundii complex sp. CFNIH9 plasmid pCFR-e790, complete sequence"
NZ_CP026240.1,2077149,Citrobacter freundii complex sp. CFNIH9,Bacteria,Proteobacteria,Gammaproteobacteria,61837,"Citrobacter freundii complex sp. CFNIH9 plasmid pCFR-1cb6, complete sequence"
NZ_CP026239.1,2077149,Citrobacter freundii complex sp. CFNIH9,Bacteria,Proteobacteria,Gammaproteobacteria,53632,"Citrobacter freundii complex sp. CFNIH9 plasmid pKPC-9d88, complete sequence"
NZ_CP026237.1,2077147,Citrobacter freundii complex sp. CFNIH3,Bacteria,Proteobacteria,Gammaproteobacteria,235027,"Citrobacter freundii complex sp. CFNIH3 plasmid pCFR-9161, complete sequence"
NZ_CP026236.1,2077147,Citrobacter freundii complex sp. CFNIH3,Bacteria,Proteobacteria,Gammaproteobacteria,65291,"Citrobacter freundii complex sp. CFNIH3 plasmid pKPC-59e4, complete sequence"
NZ_CP026129.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,130044,"Acinetobacter baumannii strain ABNIH28 plasmid pABA-2f10, complete sequence"
NZ_CP026128.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,110754,"Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence"
NZ_CP026127.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,39359,"Acinetobacter baumannii strain ABNIH28 plasmid pNDM-0285, complete sequence"
NZ_CP026126.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,11305,"Acinetobacter baumannii strain ABNIH28 plasmid pABA-6973, complete sequence"
NZ_CP026227.1,1920107,Aeromonas sp. ASNIH7,Bacteria,Proteobacteria,Gammaproteobacteria,51597,"Aeromonas sp. ASNIH7 plasmid pKPC-1ac6, complete sequence"
NZ_CP026225.1,1636608,Aeromonas sp. ASNIH3,Bacteria,Proteobacteria,Gammaproteobacteria,178635,"Aeromonas sp. ASNIH3 plasmid pKPC-8e09, complete sequence"
NZ_CP026224.1,1636608,Aeromonas sp. ASNIH3,Bacteria,Proteobacteria,Gammaproteobacteria,39148,"Aeromonas sp. ASNIH3 plasmid pKPC-cd17, complete sequence"
NZ_CP026223.1,1636608,Aeromonas sp. ASNIH3,Bacteria,Proteobacteria,Gammaproteobacteria,18892,"Aeromonas sp. ASNIH3 plasmid pAER-3367, complete sequence"
NZ_CP026198.1,1920128,Enterobacteriaceae bacterium ENNIH3,Bacteria,Proteobacteria,Gammaproteobacteria,174695,"Enterobacteriaceae bacterium ENNIH3 plasmid pKPC-c606, complete sequence"
NZ_CP026123.1,1758179,Aeromonas sp. ASNIH5,Bacteria,Proteobacteria,Gammaproteobacteria,23973,"Aeromonas sp. ASNIH5 plasmid pKPC-b21f, complete sequence"
NZ_CP026201.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,100989,"Escherichia coli strain ECONIH6 plasmid pNDM-d2e9, complete sequence"
NZ_CP026200.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,97800,"Escherichia coli strain ECONIH6 plasmid pECO-6dfa, complete sequence"
NZ_CP026209.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,42693,"Escherichia coli strain ECONIH5 plasmid unnamed, complete sequence"
NZ_CP026208.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,298633,"Escherichia coli strain ECONIH5 plasmid pECO-109b, complete sequence"
NZ_CP026207.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,202687,"Escherichia coli strain ECONIH5 plasmid pECO-dc1b, complete sequence"
NZ_CP026206.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,191344,"Escherichia coli strain ECONIH5 plasmid pECO-cbb3, complete sequence"
NZ_CP026205.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,77775,"Escherichia coli strain ECONIH5 plasmid pKPC-e3ee, complete sequence"
NZ_CP026204.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,76500,"Escherichia coli strain ECONIH5 plasmid pKPC-bca9, complete sequence"
NZ_CP026203.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,35036,"Escherichia coli strain ECONIH5 plasmid pECO-a7e8, complete sequence"
NZ_CP026186.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,373179,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-3967, complete sequence"
NZ_CP026185.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,40784,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-9a0d, complete sequence"
NZ_CP026184.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,60046,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-af73, complete sequence"
NZ_CP026183.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,6974,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-dfda, complete sequence"
NZ_CP026182.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,61178,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-0c4e, complete sequence"
NZ_CP026181.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,94405,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-6a23, complete sequence"
NZ_CP026180.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,97198,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPN-9729, complete sequence"
NZ_CP026179.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,237571,"Klebsiella pneumoniae strain KPNIH49 plasmid pKPC-224e, complete sequence"
NZ_CP026176.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,18977,"Klebsiella pneumoniae strain KPNIH50 plasmid pKPN-bb08, complete sequence"
NZ_CP026175.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,172259,"Klebsiella pneumoniae strain KPNIH50 plasmid pKPC-0cc9, complete sequence"
NZ_CP026174.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,93680,"Klebsiella pneumoniae strain KPNIH50 plasmid pKPN-0d7f, complete sequence"
NZ_CP026173.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,64271,"Klebsiella pneumoniae strain KPNIH50 plasmid pKPN-c4ac, complete sequence"
NZ_CP026172.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,243967,"Klebsiella pneumoniae strain KPNIH50 plasmid pKPN-bbef, complete sequence"
NZ_CP025981.1,1499973,Escherichia marmotae,Bacteria,Proteobacteria,Gammaproteobacteria,76160,"Escherichia marmotae strain HT073016 plasmid pEM76, complete sequence"
NZ_CP025980.1,1499973,Escherichia marmotae,Bacteria,Proteobacteria,Gammaproteobacteria,148809,"Escherichia marmotae strain HT073016 plasmid pEM148, complete sequence"
NZ_CP026110.1,169430,Paraburkholderia hospita,Bacteria,Proteobacteria,Betaproteobacteria,100133,"Paraburkholderia hospita strain DSM 17164 plasmid pEMT1, complete sequence"
NZ_CP025940.1,492670,Bacillus velezensis,Bacteria,Firmicutes,Bacilli,13003,"Bacillus velezensis strain 10075 plasmid unnamed, complete sequence"
NZ_CP025942.1,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,24682,"Bacillus subtilis strain BJ3-2 plasmid unnamed, complete sequence"
NZ_CP025986.1,305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,2212170,"Ralstonia solanacearum strain RSCM plasmid p-unname2, complete sequence"
NZ_CP025952.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,170821,"Klebsiella pneumoniae subsp. pneumoniae strain GD4 plasmid pKPGD4, complete sequence"
NZ_CP010635.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,54309,"Phaeobacter inhibens strain P78 plasmid pP78_f, complete sequence"
NZ_CP010634.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,60878,"Phaeobacter inhibens strain P78 plasmid pP78_e, complete sequence"
NZ_CP010633.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,65848,"Phaeobacter inhibens strain P78 plasmid pP78_d, complete sequence"
NZ_CP010632.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,72715,"Phaeobacter inhibens strain P78 plasmid pP78_c, complete sequence"
NZ_CP010631.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,171534,"Phaeobacter inhibens strain P78 plasmid pP78_b, complete sequence"
NZ_CP010630.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,255840,"Phaeobacter inhibens strain P78 plasmid pP78_a, complete sequence"
NZ_CP010724.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,7323,"Phaeobacter piscinae strain P18 plasmid pP18_i, complete sequence"
NZ_CP010723.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,16050,"Phaeobacter piscinae strain P18 plasmid pP18_h, complete sequence"
NZ_CP010722.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,36658,"Phaeobacter piscinae strain P18 plasmid pP18_g, complete sequence"
NZ_CP010721.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,40573,"Phaeobacter piscinae strain P18 plasmid pP18_f, complete sequence"
NZ_CP010720.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,69233,"Phaeobacter piscinae strain P18 plasmid pP18_e, complete sequence"
NZ_CP010719.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,69385,"Phaeobacter piscinae strain P18 plasmid pP18_d, complete sequence"
NZ_CP010718.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,103699,"Phaeobacter piscinae strain P18 plasmid pP18_c, complete sequence"
NZ_CP010717.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,206797,"Phaeobacter piscinae strain P18 plasmid pP18_b, complete sequence"
NZ_CP010716.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,232711,"Phaeobacter piscinae strain P18 plasmid pP18_a, complete sequence"
NZ_CP010660.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,68735,"Phaeobacter piscinae strain P71 plasmid pP71_d, complete sequence"
NZ_CP010659.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,69311,"Phaeobacter piscinae strain P71 plasmid pP71_c, complete sequence"
NZ_CP010658.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,133901,"Phaeobacter piscinae strain P71 plasmid pP71_b, complete sequence"
NZ_CP010657.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,205393,"Phaeobacter piscinae strain P71 plasmid pP71_a, complete sequence"
NZ_CP010766.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,2020,"Phaeobacter inhibens strain P80 plasmid pP80_k, complete sequence"
NZ_CP010764.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,52883,"Phaeobacter inhibens strain P80 plasmid pP80_h, complete sequence"
NZ_CP010761.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78201,"Phaeobacter inhibens strain P80 plasmid pP80_e, complete sequence"
NZ_CP010760.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,112840,"Phaeobacter inhibens strain P80 plasmid pP80_d, complete sequence"
NZ_CP010622.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68508,"Phaeobacter inhibens strain P30 isolate M4-3.1A plasmid pP30_e, complete sequence"
NZ_CP010621.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68678,"Phaeobacter inhibens strain P30 isolate M4-3.1A plasmid pP30_d, complete sequence"
NZ_CP010620.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,85540,"Phaeobacter inhibens strain P30 isolate M4-3.1A plasmid pP30_c, complete sequence"
NZ_CP010619.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,158154,"Phaeobacter inhibens strain P30 isolate M4-3.1A plasmid pP30_b, complete sequence"
NZ_CP010618.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,240648,"Phaeobacter inhibens strain P30 isolate M4-3.1A plasmid pP30_a, complete sequence"
NZ_CP010744.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68500,"Phaeobacter inhibens strain P59 plasmid pP59_c, complete sequence"
NZ_CP010743.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78189,"Phaeobacter inhibens strain P59 plasmid pP59_b, complete sequence"
NZ_CP010742.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,238916,"Phaeobacter inhibens strain P59 plasmid pP59_a, complete sequence"
NZ_CP010734.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,7362,"Phaeobacter inhibens strain P88 plasmid pP88_i, complete sequence"
NZ_CP010733.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,41384,"Phaeobacter inhibens strain P88 plasmid pP88_h, complete sequence"
NZ_CP010732.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,70157,"Phaeobacter inhibens strain P88 plasmid pP88_g, complete sequence"
NZ_CP010731.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78200,"Phaeobacter inhibens strain P88 plasmid pP88_f, complete sequence"
NZ_CP010730.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,82130,"Phaeobacter inhibens strain P88 plasmid pP88_e, complete sequence"
NZ_CP010729.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,103252,"Phaeobacter inhibens strain P88 plasmid pP88_d, complete sequence"
NZ_CP010728.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,160009,"Phaeobacter inhibens strain P88 plasmid pP88_c, complete sequence"
NZ_CP010727.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,214690,"Phaeobacter inhibens strain P88 plasmid pP88_b, complete sequence"
NZ_CP010726.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,226930,"Phaeobacter inhibens strain P88 plasmid pP88_a, complete sequence"
NZ_CP010755.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,57788,"Phaeobacter inhibens strain P70 plasmid pP70_f, complete sequence"
NZ_CP010655.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68499,"Phaeobacter inhibens strain P54 plasmid pP54_e, complete sequence"
NZ_CP010653.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78188,"Phaeobacter inhibens strain P54 plasmid pP54_c, complete sequence"
NZ_CP010652.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,84290,"Phaeobacter inhibens strain P54 plasmid pP54_b, complete sequence"
NZ_CP010651.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,241996,"Phaeobacter inhibens strain P54 plasmid pP54_a, complete sequence"
NZ_CP010714.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,33801,"Phaeobacter inhibens strain P66 plasmid pP66_i, complete sequence"
NZ_CP010713.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,57788,"Phaeobacter inhibens strain P66 plasmid pP66_h, complete sequence"
NZ_CP010712.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,60902,"Phaeobacter inhibens strain P66 plasmid pP66_g, complete sequence"
NZ_CP010711.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,70262,"Phaeobacter inhibens strain P66 plasmid pP66_f, complete sequence"
NZ_CP010710.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78201,"Phaeobacter inhibens strain P66 plasmid pP66_e, complete sequence"
NZ_CP010709.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,112841,"Phaeobacter inhibens strain P66 plasmid pP66_d, complete sequence"
NZ_CP010708.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,115490,"Phaeobacter inhibens strain P66 plasmid pP66_c, complete sequence"
NZ_CP010707.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,125569,"Phaeobacter inhibens strain P66 plasmid pP66_b, complete sequence"
NZ_CP010706.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,226931,"Phaeobacter inhibens strain P66 plasmid pP66_a, complete sequence"
NZ_CP010695.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,64673,"Phaeobacter piscinae strain P42 plasmid pP42_f, complete sequence"
NZ_CP010692.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,80683,"Phaeobacter piscinae strain P42 plasmid pP42_c, complete sequence"
NZ_CP010691.1,1580596,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,117673,"Phaeobacter piscinae strain P42 plasmid pP42_b, complete sequence"
NZ_CP010748.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68505,"Phaeobacter inhibens strain P48 isolate M21-2.3 plasmid pP48_c, complete sequence"
NZ_CP010747.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78195,"Phaeobacter inhibens strain P48 isolate M21-2.3 plasmid pP48_b, complete sequence"
NZ_CP010746.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,234052,"Phaeobacter inhibens strain P48 isolate M21-2.3 plasmid pP48_a, complete sequence"
NZ_CP010662.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,234655,"Phaeobacter inhibens strain P74 plasmid pP74_a, complete sequence"
NZ_CP010740.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,57427,"Phaeobacter inhibens strain P72 plasmid pP72_e, complete sequence"
NZ_CP010739.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68668,"Phaeobacter inhibens strain P72 plasmid pP72_d, complete sequence"
NZ_CP010738.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78204,"Phaeobacter inhibens strain P72 plasmid pP72_c, complete sequence"
NZ_CP010737.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,183844,"Phaeobacter inhibens strain P72 plasmid pP72_b, complete sequence"
NZ_CP010736.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,226965,"Phaeobacter inhibens strain P72 plasmid pP72_a, complete sequence"
NZ_CP010628.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,5999,"Phaeobacter inhibens strain P51 plasmid pP51_e, complete sequence"
NZ_CP010627.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,63741,"Phaeobacter inhibens strain P51 plasmid pP51_d, complete sequence"
NZ_CP010626.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,68421,"Phaeobacter inhibens strain P51 plasmid pP51_c, complete sequence"
NZ_CP010625.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,78200,"Phaeobacter inhibens strain P51 plasmid pP51_b, complete sequence"
NZ_CP010624.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,219155,"Phaeobacter inhibens strain P51 plasmid pP51_a, complete sequence"
NZ_CP010616.1,221822,Phaeobacter inhibens,Bacteria,Proteobacteria,Alphaproteobacteria,57789,"Phaeobacter inhibens strain P92 plasmid pP92_f, complete sequence"
